"city","state","price","amount","quality","date","ppg","state.name","lat","lon"
"Topanga","CA",90,14.15,"medium",2013-08-19,6.36,"California",34.101447,-118.59933
"Troutville","VA",100,5,"medium",2013-08-19,20,"Virginia",37.427597,-79.90595
"Tucson","AZ",100,28.3,"high",2013-08-19,3.53,"Arizona",32.170277,-110.96354
"Turlock","CA",100,28.3,"high",2013-08-19,3.53,"California",37.523901,-120.85196
"Uniondale","NY",260,28.3,"high",2013-08-19,9.19,"New York",40.754757,-73.601772
"Utica","NY",200,14.15,"high",2013-08-19,14.13,"New York",43.108194,-75.2457085
"Vancouver","WA",50,14.15,"high",2013-08-19,3.53,"Washington",45.67309,-122.57894
"Venice","CA",50,28.3,"high",2013-08-19,1.77,"California",33.8895025,-118.381986
"Vidor","TX",20,7.075,"low",2013-08-19,2.83,"Texas",30.098873,-93.955539
"Vineland","NJ",60,7.075,"high",2013-08-19,8.48,"New Jersey",39.464582,-75.01887
"Viroqua","WI",60,3.54,"medium",2013-08-19,16.95,"Wisconsin",43.543934,-90.89904
"Wake Forest","NC",100,7.075,"medium",2013-08-19,14.13,"North Carolina",35.972324,-78.486582
"Warrensburg","MO",90,28.3,"medium",2013-08-19,3.18,"Missouri",38.772117,-93.73519
"Waterloo","IA",250,28.3,"medium",2013-08-19,8.83,"Iowa",42.471652,-92.3168275
"Westminster","CO",30,3.54,"medium",2013-08-19,8.47,"Colorado",39.830936,-105.03736
"Willingboro","NJ",180,28.3,"low",2013-08-19,6.36,"New Jersey",40.029011,-74.88257
"Woodside","NY",200,14.15,"medium",2013-08-19,14.13,"New York",40.742869,-73.90377
"Worcester","MA",40,3.54,"medium",2013-08-19,11.3,"Massachusetts",42.279451,-71.82562
"Yuma","AZ",10,5,"high",2013-08-19,2,"Arizona",32.700018,-114.52671
"Overland Park","KS",100,5,"high",2013-08-19,20,"Kansas",38.9822282,-94.6707917
"Albert Lea","MN",300,28.3,"high",2013-08-20,10.6,"Minnesota",43.652042,-93.36916
"Albuquerque","NM",20,3.54,"medium",2013-08-20,5.65,"New Mexico",35.044339,-106.672872
"Algonac","MI",200,28.3,"medium",2013-08-20,7.07,"Michigan",42.631359,-82.554
"Allentown","PA",360,28.3,"medium",2013-08-20,12.72,"Pennsylvania",40.601996,-75.4793
"Altha","FL",60,3.54,"high",2013-08-20,16.95,"Florida",30.5403,-85.18229
"Altoona","PA",180,28.3,"low",2013-08-20,6.36,"Pennsylvania",40.50217,-78.40082
"Amado","AZ",100,28.3,"medium",2013-08-20,3.53,"Arizona",31.718671,-111.09908
"Amarillo","TX",60,3.54,"high",2013-08-20,16.95,"Texas",35.401475,-101.895089
"Anderson","IN",103,14.15,"medium",2013-08-20,7.28,"Indiana",40.105777,-85.68062
"Ann Arbor","MI",400,28.3,"medium",2013-08-20,14.13,"Michigan",42.2601535,-83.75909
"Ann Arbor","MI",13,10,"low",2013-08-20,1.3,"Michigan",42.2601535,-83.75909
"Anoka","MN",80,28.3,"medium",2013-08-20,2.83,"Minnesota",45.247509,-93.418
"Apopka","FL",40,28.3,"medium",2013-08-20,1.41,"Florida",28.658395,-81.50319
"Apple Valley","CA",90,5,"medium",2013-08-20,18,"California",34.4932905,-117.184755
"Arcata","CA",25,3.54,"medium",2013-08-20,7.06,"California",40.878317,-124.07519
"Arcata","CA",50,28.3,"medium",2013-08-20,1.77,"California",40.878317,-124.07519
"Arlington","TX",100,5,"high",2013-08-20,20,"Texas",32.741685,-97.14698
"Asbury Park","NJ",50,14.15,"high",2013-08-20,3.53,"New Jersey",40.232713,-74.03143
"Aspen","CO",300,28.3,"high",2013-08-20,10.6,"Colorado",39.2101365,-106.850937
"Atlanta","GA",300,28.3,"high",2013-08-20,10.6,"Georgia",33.844371,-84.47405
"Atlanta","GA",100,5,"medium",2013-08-20,20,"Georgia",33.844371,-84.47405
"Avondale","AZ",100,14.15,"high",2013-08-20,7.07,"Arizona",33.4622205,-112.307005
"Ballston Lake","NY",110,7.075,"medium",2013-08-20,15.55,"New York",42.916343,-73.86657
"Baltimore","MD",880,28.3,"high",2013-08-20,31.1,"Maryland",39.2847815,-76.620489
"Baltimore","MD",280,28.3,"high",2013-08-20,9.89,"Maryland",39.2847815,-76.620489
"Baltimore","MD",120,28.3,"medium",2013-08-20,4.24,"Maryland",39.2847815,-76.620489
"Baltimore","MD",200,10,"medium",2013-08-20,20,"Maryland",39.2847815,-76.620489
"Banning","CA",350,28.3,"high",2013-08-20,12.37,"California",33.920803,-116.87897
"Baton Rouge","LA",60,3.54,"high",2013-08-20,16.95,"Louisiana",30.495314,-91.080373
"Bay Saint Louis","MS",220,14.15,"high",2013-08-20,15.55,"Mississippi",30.3537415,-89.45263
"Bell Gardens","CA",40,3.54,"medium",2013-08-20,11.3,"California",33.786594,-118.298662
"Belton","TX",250,28.3,"high",2013-08-20,8.83,"Texas",31.073329,-97.48642
"Berkeley","CA",200,28.3,"high",2013-08-20,7.07,"California",37.866825,-122.2668
"Birmingham","AL",150,14.15,"medium",2013-08-20,10.6,"Alabama",33.544622,-86.929208
"Boston","MA",325,28.3,"high",2013-08-20,11.48,"Massachusetts",42.338947,-71.026964
"Boynton Beach","FL",100,7.075,"medium",2013-08-20,14.13,"Florida",26.53,-80.19
"Bradenton Beach","FL",25,14.15,"medium",2013-08-20,1.77,"Florida",27.499982,-82.7129
"Breckenridge","CO",120,14.15,"medium",2013-08-20,8.48,"Colorado",39.5033325,-106.038441
"Brick","NJ",20,3.54,"medium",2013-08-20,5.65,"New Jersey",40.0651365,-74.116405
"Bridgehampton","NY",300,28.3,"medium",2013-08-20,10.6,"New York",40.939075,-72.30514
"Bridgeport","CT",50,5,"high",2013-08-20,10,"Connecticut",41.196888,-73.21202
"Bronx","NY",50,3.54,"medium",2013-08-20,14.12,"New York",40.844831,-73.883955
"Buffalo","NY",140,7.075,"high",2013-08-20,19.79,"New York",42.8807395,-78.86801
"Canonsburg","PA",150,28.3,"medium",2013-08-20,5.3,"Pennsylvania",40.26819,-80.16222
"Carlisle","PA",360,28.3,"high",2013-08-20,12.72,"Pennsylvania",40.203458,-77.19987
"Carlsbad","CA",130,28.3,"high",2013-08-20,4.59,"California",33.1,-117.26744
"Cary","NC",85,7.075,"medium",2013-08-20,12.01,"North Carolina",35.797692,-78.79702
"Cary","NC",90,5,"high",2013-08-20,18,"North Carolina",35.797692,-78.79702
"Celina","OH",35,3.54,"medium",2013-08-20,9.89,"Ohio",40.542778,-84.58232
"Chambersburg","PA",180,28.3,"medium",2013-08-20,6.36,"Pennsylvania",39.9255615,-77.685695
"Charleston","SC",200,14.15,"high",2013-08-20,14.13,"South Carolina",32.84885,-79.9355
"Charlotte","NC",50,3.54,"medium",2013-08-20,14.12,"North Carolina",35.26002,-80.804151
"Charlotte","NC",175,28.3,"medium",2013-08-20,6.18,"North Carolina",35.26002,-80.804151
"Charlotte","NC",75,5,"high",2013-08-20,15,"North Carolina",35.26002,-80.804151
"Chicago","IL",200,14.15,"high",2013-08-20,14.13,"Illinois",41.8474,-87.68732
"Chicago","IL",450,28.3,"high",2013-08-20,15.9,"Illinois",41.8474,-87.68732
"Chicago","IL",350,28.3,"high",2013-08-20,12.37,"Illinois",41.8474,-87.68732
"Chicago","IL",10,5,"high",2013-08-20,2,"Illinois",41.8474,-87.68732
"Chicago","IL",200,28.3,"medium",2013-08-20,7.07,"Illinois",41.8474,-87.68732
"Chicago","IL",40,5,"high",2013-08-20,8,"Illinois",41.8474,-87.68732
"Churchville","NY",20,5,"medium",2013-08-20,4,"New York",43.079181,-77.87334
"Cincinnati","OH",350,28.3,"high",2013-08-20,12.37,"Ohio",39.166759,-84.53778
"Clintonville","WI",50,3.54,"medium",2013-08-20,14.12,"Wisconsin",44.63605,-88.74673
"Colorado Springs","CO",140,28.3,"high",2013-08-20,4.95,"Colorado",38.82469,-104.665
"Colorado Springs","CO",45,5,"high",2013-08-20,9,"Colorado",38.82469,-104.665
"Columbus","OH",60,3.54,"medium",2013-08-20,16.95,"Ohio",39.969036,-83.011389
"Columbus","OH",300,28.3,"high",2013-08-20,10.6,"Ohio",39.969036,-83.011389
"Costa Mesa","CA",300,28.3,"medium",2013-08-20,10.6,"California",33.647028,-117.90863
"Coulterville","CA",10,7.075,"high",2013-08-20,1.41,"California",37.74614,-120.15123
"Covington","GA",20,7.075,"medium",2013-08-20,2.83,"Georgia",33.555791,-83.864915
"Crown Point","IN",250,28.3,"medium",2013-08-20,8.83,"Indiana",41.440208,-87.3578795
"Cumberland","MD",60,3.54,"high",2013-08-20,16.95,"Maryland",39.580691,-78.690593
"Dallas","TX",200,28.3,"high",2013-08-20,7.07,"Texas",32.767268,-96.777626
"Danbury","CT",100,28.3,"medium",2013-08-20,3.53,"Connecticut",41.308873,-73.363661
"Davenport","IA",60,7.075,"medium",2013-08-20,8.48,"Iowa",41.565433,-90.606284
"Delaware","OH",300,28.3,"high",2013-08-20,10.6,"Ohio",40.295925,-83.06968
"Denver","CO",30,5,"medium",2013-08-20,6,"Colorado",39.738752,-104.96214
"Denver","CO",300,28.3,"medium",2013-08-20,10.6,"Colorado",39.738752,-104.96214
"Derry","NH",60,3.54,"high",2013-08-20,16.95,"New Hampshire",42.886486,-71.30019
"Derry","NH",50,3.54,"high",2013-08-20,14.12,"New Hampshire",42.886486,-71.30019
"Detroit","MI",300,14.15,"medium",2013-08-20,21.2,"Michigan",42.239933,-83.150823
"Dover","MA",100,7.075,"high",2013-08-20,14.13,"Massachusetts",42.23888,-71.28241
"Draper","UT",70,28.3,"high",2013-08-20,2.47,"Utah",40.514843,-111.87294
"Dundee","NY",60,3.54,"medium",2013-08-20,16.95,"New York",42.502293,-76.9997
"El Centro","CA",100,5,"high",2013-08-20,20,"California",32.7890545,-115.635087
"El Dorado Hills","CA",170,28.3,"high",2013-08-20,6.01,"California",38.684324,-121.06879
"Elgin","IL",50,7.075,"medium",2013-08-20,7.07,"Illinois",42.037176,-88.304994
"Everett","MA",200,14.15,"high",2013-08-20,14.13,"Massachusetts",42.409916,-71.0522
"Fairmont","MN",60,3.54,"high",2013-08-20,16.95,"Minnesota",43.646916,-94.45856
"Folsom","PA",50,14.15,"medium",2013-08-20,3.53,"Pennsylvania",39.890462,-75.32755
"Fort Collins","CO",45,7.075,"medium",2013-08-20,6.36,"Colorado",40.540565,-105.10494
"Fort Payne","AL",20,10,"medium",2013-08-20,2,"Alabama",34.452575,-85.717302
"Fortuna","CA",20,10,"medium",2013-08-20,2,"California",40.583488,-124.14367
"Franklin Furnace","OH",25,7.075,"medium",2013-08-20,3.53,"Ohio",38.653909,-82.82535
"Frederick","MD",100,5,"high",2013-08-20,20,"Maryland",39.437639,-77.392139
"Fresno","CA",50,5,"low",2013-08-20,10,"California",36.746375,-119.639658
"Frisco","TX",30,3.54,"high",2013-08-20,8.47,"Texas",33.141896,-96.795885
"Gainesville","VA",60,7.075,"high",2013-08-20,8.48,"Virginia",38.762822,-77.5454685
"Galveston","TX",250,28.3,"high",2013-08-20,8.83,"Texas",29.2891925,-94.813534
"Gettysburg","PA",60,3.54,"high",2013-08-20,16.95,"Pennsylvania",39.8610685,-77.2212665
"Gloucester","MA",150,14.15,"medium",2013-08-20,10.6,"Massachusetts",42.629729,-70.7773215
"Gloversville","NY",45,3.54,"medium",2013-08-20,12.71,"New York",43.069562,-74.3436
"Gold Beach","OR",150,28.3,"medium",2013-08-20,5.3,"Oregon",42.451203,-124.39036
"Grand Junction","CO",40,3.54,"high",2013-08-20,11.3,"Colorado",39.072831,-108.55
"Grand Junction","CO",175,28.3,"high",2013-08-20,6.18,"Colorado",39.072831,-108.55
"Grand Rapids","MI",250,28.3,"high",2013-08-20,8.83,"Michigan",43.0111375,-85.5559335
"Granite Springs","NY",50,3.54,"medium",2013-08-20,14.12,"New York",41.319026,-73.7576
"Greenwich","CT",75,5,"medium",2013-08-20,15,"Connecticut",41.1850845,-73.4967555
"Harrison","NJ",90,7.075,"medium",2013-08-20,12.72,"New Jersey",40.745951,-74.15509
"Hartland","WI",300,28.3,"medium",2013-08-20,10.6,"Wisconsin",43.132743,-88.34737
"Hastings","NY",240,28.3,"medium",2013-08-20,8.48,"New York",43.354706,-76.14871
"Hattiesburg","MS",20,14.15,"medium",2013-08-20,1.41,"Mississippi",31.228825,-89.294772
"Helena","AL",60,3.54,"high",2013-08-20,16.95,"Alabama",33.280625,-86.88411
"Highland","IN",20,1,"high",2013-08-20,20,"Indiana",41.549851,-87.45806
"Houston","TX",85,7.075,"medium",2013-08-20,12.01,"Texas",29.83399,-95.434241
"Houston","TX",100,5,"high",2013-08-20,20,"Texas",29.83399,-95.434241
"Indianapolis","IN",50,3.54,"medium",2013-08-20,14.12,"Indiana",39.779492,-86.132837
"Indianapolis","IN",200,28.3,"high",2013-08-20,7.07,"Indiana",39.779492,-86.132837
"Indianapolis","IN",55,3.54,"high",2013-08-20,15.54,"Indiana",39.779492,-86.132837
"Iowa City","IA",350,28.3,"high",2013-08-20,12.37,"Iowa",41.6503915,-91.551005
"Irving","TX",275,28.3,"medium",2013-08-20,9.72,"Texas",32.8147045,-96.938144
"Irving","TX",110,7.075,"medium",2013-08-20,15.55,"Texas",32.8147045,-96.938144
"Junction City","KS",100,28.3,"medium",2013-08-20,3.53,"Kansas",39.01585,-96.83653
"Kansas City","MO",50,5,"medium",2013-08-20,10,"Missouri",39.035038,-94.50755
"Kansas City","MO",300,28.3,"medium",2013-08-20,10.6,"Missouri",39.035038,-94.50755
"Katy","TX",300,28.3,"medium",2013-08-20,10.6,"Texas",29.8180935,-95.738805
"Kennett Square","PA",60,3.54,"medium",2013-08-20,16.95,"Pennsylvania",39.858137,-75.71227
"Knoxville","TN",180,28.3,"high",2013-08-20,6.36,"Tennessee",35.988528,-83.96218
"Las Vegas","NV",100,7.075,"medium",2013-08-20,14.13,"Nevada",36.058295,-115.11821
"Lawnside","NJ",400,28.3,"high",2013-08-20,14.13,"New Jersey",39.866513,-75.03197
"League City","TX",100,7.075,"high",2013-08-20,14.13,"Texas",29.5092515,-95.0736065
"Lexington","KY",310,28.3,"high",2013-08-20,10.95,"Kentucky",38.028269,-84.471505
"Londonderry","NH",60,3.54,"medium",2013-08-20,16.95,"New Hampshire",42.880481,-71.38205
"Long Beach","CA",100,28.3,"high",2013-08-20,3.53,"California",33.786594,-118.1958255
"Lorain","OH",45,3.54,"high",2013-08-20,12.71,"Ohio",41.435642,-82.1691
"Los Angeles","CA",60,3.54,"high",2013-08-20,16.95,"California",34.001115,-118.298662
"Los Angeles","CA",60,5,"high",2013-08-20,12,"California",34.001115,-118.298662
"Madison","NJ",250,28.3,"medium",2013-08-20,8.83,"New Jersey",40.75875,-74.41609
"Manassas","VA",50,28.3,"medium",2013-08-20,1.77,"Virginia",38.760983,-77.4631915
"Marrero","LA",200,28.3,"high",2013-08-20,7.07,"Louisiana",29.773588,-90.099715
"Mechanicville","NY",100,28.3,"high",2013-08-20,3.53,"New York",42.915904,-73.70539
"Miami","FL",50,28.3,"medium",2013-08-20,1.77,"Florida",25.7219505,-80.35959
"Miami","FL",60,28.3,"high",2013-08-20,2.12,"Florida",25.7219505,-80.35959
"Middle River","MD",400,28.3,"high",2013-08-20,14.13,"Maryland",39.337798,-76.41533
"Middleton","WI",330,28.3,"high",2013-08-20,11.66,"Wisconsin",43.103711,-89.51106
"Mill Valley","CA",25,3.54,"medium",2013-08-20,7.06,"California",37.983047,-122.641164
"Milwaukee","WI",200,28.3,"medium",2013-08-20,7.07,"Wisconsin",43.038863,-87.93423
"Mobile","AL",100,28.3,"low",2013-08-20,3.53,"Alabama",30.658865,-88.177975
"Moline","IL",125,7.075,"medium",2013-08-20,17.67,"Illinois",41.522617,-90.5580175
"Morristown","TN",60,3.54,"medium",2013-08-20,16.95,"Tennessee",36.213293,-83.275211
"Moses Lake","WA",250,28.3,"medium",2013-08-20,8.83,"Washington",47.133606,-119.28455
"Mosinee","WI",150,28.3,"medium",2013-08-20,5.3,"Wisconsin",44.787003,-89.69066
"Mount Airy","NC",100,5,"medium",2013-08-20,20,"North Carolina",36.49376,-80.62336
"Mountain Top","PA",100,28.3,"medium",2013-08-20,3.53,"Pennsylvania",41.133482,-75.9194
"Muskegon","MI",150,28.3,"medium",2013-08-20,5.3,"Michigan",43.2333145,-86.259055
"Nashville","TN",300,28.3,"low",2013-08-20,10.6,"Tennessee",36.186605,-86.785248
"New Haven","CT",400,28.3,"high",2013-08-20,14.13,"Connecticut",41.365709,-72.927507
"New Orleans","LA",350,28.3,"medium",2013-08-20,12.37,"Louisiana",30.032997,-89.882564
"New York","NY",350,28.3,"high",2013-08-20,12.37,"New York",40.780751,-73.977182
"New York","NY",50,3.54,"low",2013-08-20,14.12,"New York",40.780751,-73.977182
"Newark","OH",400,28.3,"low",2013-08-20,14.13,"Ohio",40.095148,-82.482659
"Niles","MI",40,3.54,"medium",2013-08-20,11.3,"Michigan",41.914803,-86.477552
"Nyack","NY",100,7.075,"high",2013-08-20,14.13,"New York",41.089746,-73.9258
"Oak Park","MI",45,3.54,"medium",2013-08-20,12.71,"Michigan",42.467235,-83.17952
"Ohio City","OH",150,14.15,"high",2013-08-20,10.6,"Ohio",40.780889,-84.65726
"Orange","CA",60,5,"high",2013-08-20,12,"California",33.640302,-117.769442
"Oxford","FL",20,5,"medium",2013-08-20,4,"Florida",28.921705,-82.07847
"Oxnard","CA",30,5,"medium",2013-08-20,6,"California",34.166933,-119.16113
"Paramus","NJ",90,7.075,"medium",2013-08-20,12.72,"New Jersey",40.9475805,-74.0768505
"Pasco","WA",500,28.3,"high",2013-08-20,17.67,"Washington",46.252603,-119.0944455
"Philadelphia","PA",200,28.3,"medium",2013-08-20,7.07,"Pennsylvania",40.001811,-75.12565
"Philadelphia","PA",45,3.54,"high",2013-08-20,12.71,"Pennsylvania",40.001811,-75.12565
"Phoenix","AZ",100,5,"high",2013-08-20,20,"Arizona",33.3841145,-112.18717
"Pittsburg","KS",20,1,"medium",2013-08-20,20,"Kansas",37.408511,-94.70414
"Pittsburgh","PA",500,28.3,"high",2013-08-20,17.67,"Pennsylvania",40.434436,-80.024817
"Pittsfield","MA",60,3.54,"high",2013-08-20,16.95,"Massachusetts",42.3929,-73.228483
"Pleasant Grove","UT",20,5,"medium",2013-08-20,4,"Utah",40.38584,-111.73333
"Pocatello","ID",40,5,"high",2013-08-20,8,"Idaho",42.8269435,-112.4210515
"Port Chester","NY",300,28.3,"medium",2013-08-20,10.6,"New York",41.010376,-73.67326
"Portland","OR",40,7.075,"medium",2013-08-20,5.65,"Oregon",45.546205,-122.59418
"Portland","OR",120,14.15,"high",2013-08-20,8.48,"Oregon",45.546205,-122.59418
"Portland","OR",200,14.15,"high",2013-08-20,14.13,"Oregon",45.546205,-122.59418
"Pottstown","PA",120,7.075,"medium",2013-08-20,16.96,"Pennsylvania",40.2297765,-75.64794
"Pueblo","CO",100,28.3,"high",2013-08-20,3.53,"Colorado",38.128626,-104.552299
"Rapid City","SD",100,7.075,"high",2013-08-20,14.13,"South Dakota",44.076106,-103.284511
"Reno","NV",50,28.3,"low",2013-08-20,1.77,"Nevada",39.543941,-119.77497
"Richton","MS",20,14.15,"medium",2013-08-20,1.41,"Mississippi",31.355717,-88.85881
"Rochester","IN",30,5,"medium",2013-08-20,6,"Indiana",41.073678,-86.23521
"Rowlett","TX",80,5,"medium",2013-08-20,16,"Texas",32.91747,-96.54697
"Sacramento","CA",40,3.54,"medium",2013-08-20,11.3,"California",38.377411,-121.444429
"Saint Louis","MO",130,7.075,"high",2013-08-20,18.37,"Missouri",38.6531,-90.253045
"Saint Louis","MO",400,28.3,"high",2013-08-20,14.13,"Missouri",38.6531,-90.253045
"San Antonio","TX",25,1,"high",2013-08-20,25,"Texas",29.437532,-98.461582
"San Bernardino","CA",30,3.54,"high",2013-08-20,8.47,"California",34.839964,-115.967051
"San Francisco","CA",25,3.54,"high",2013-08-20,7.06,"California",37.784827,-122.727802
"San Francisco","CA",80,14.15,"high",2013-08-20,5.65,"California",37.784827,-122.727802
"San Francisco","CA",250,28.3,"medium",2013-08-20,8.83,"California",37.784827,-122.727802
"San Gabriel","CA",60,5,"high",2013-08-20,12,"California",34.089059,-118.0951
"San Marcos","TX",15,1,"high",2013-08-20,15,"Texas",29.965661,-97.975127
"Scappoose","OR",300,28.3,"medium",2013-08-20,10.6,"Oregon",45.778892,-122.92065
"Spokane","WA",60,3.54,"medium",2013-08-20,16.95,"Washington",47.653568,-117.431742
"Springfield","MO",45,3.54,"high",2013-08-20,12.71,"Missouri",37.212639,-93.31297
"Stanton","CA",20,14.15,"medium",2013-08-20,1.41,"California",33.803565,-117.99596
"Stony Creek","NY",50,25,"medium",2013-08-20,2,"New York",43.426652,-73.96174
"Stow","MA",40,7.075,"high",2013-08-20,5.65,"Massachusetts",42.423882,-71.51086
"Sylmar","CA",250,28.3,"high",2013-08-20,8.83,"California",34.0472355,-118.363851
"Tampa","FL",500,28.3,"high",2013-08-20,17.67,"Florida",27.871964,-82.438841
"Tampa","FL",80,7.075,"high",2013-08-20,11.31,"Florida",27.871964,-82.438841
"Tampa","FL",30,14.15,"medium",2013-08-20,2.12,"Florida",27.871964,-82.438841
"Tarrytown","NY",50,3.54,"high",2013-08-20,14.12,"New York",41.099602,-73.795103
"Taunton","MA",40,3.54,"high",2013-08-20,11.3,"Massachusetts",41.830551,-71.084971
"Teterboro","NJ",10,3.54,"high",2013-08-20,2.82,"New Jersey",40.8518615,-74.059935
"Troy","NY",250,28.3,"high",2013-08-20,8.83,"New York",42.738678,-73.66465
"Tulsa","OK",20,5,"medium",2013-08-20,4,"Oklahoma",36.139826,-95.992323
"Twin Falls","ID",50,3.54,"medium",2013-08-20,14.12,"Idaho",42.4932805,-114.497313
"Union City","CA",300,20,"low",2013-08-20,15,"California",37.592184,-122.04577
"Valparaiso","IN",200,14.15,"medium",2013-08-20,14.13,"Indiana",41.484652,-87.076094
"Vancouver","WA",150,28.3,"high",2013-08-20,5.3,"Washington",45.67309,-122.57894
"Ventura","CA",280,28.3,"high",2013-08-20,9.89,"California",34.1505595,-119.140264
"Wallingford","CT",100,7.075,"medium",2013-08-20,14.13,"Connecticut",41.41171,-72.8722735
"Warrensburg","MO",110,7.075,"medium",2013-08-20,15.55,"Missouri",38.772117,-93.73519
"Washington","NJ",20,14.15,"medium",2013-08-20,1.41,"New Jersey",40.753753,-74.99617
"West Palm Beach","FL",400,28.3,"high",2013-08-20,14.13,"Florida",26.669744,-80.12704
"Wilmington","NC",150,14.15,"high",2013-08-20,10.6,"North Carolina",34.19133,-77.87182
"Winchester","VA",244,28.3,"high",2013-08-20,8.62,"Virginia",39.179076,-78.19396
"Woodbridge","VA",456,28.3,"medium",2013-08-20,16.11,"Virginia",38.678451,-77.34469
"Woodland Hills","CA",250,28.3,"high",2013-08-20,8.83,"California",33.786594,-118.298662
"Mclean","VA",40,28.3,"high",2013-08-20,1.41,"Virginia",38.9338676,-77.1772604
"Abita Springs","LA",400,28.3,"high",2013-08-21,14.13,"Louisiana",30.482725,-90.00103
"Abita Springs","LA",300,28.3,"high",2013-08-21,10.6,"Louisiana",30.482725,-90.00103
"Absecon","NJ",320,28.3,"high",2013-08-21,11.31,"New Jersey",39.46439,-74.5057985
"Adams Center","NY",50,7.075,"medium",2013-08-21,7.07,"New York",43.871728,-76.00793
"Albuquerque","NM",55,5,"medium",2013-08-21,11,"New Mexico",35.044339,-106.672872
"Andover","NH",50,3.54,"high",2013-08-21,14.12,"New Hampshire",43.444702,-71.78401
"Antioch","CA",100,28.3,"high",2013-08-21,3.53,"California",37.9562115,-121.7629945
"Arlington Heights","IL",100,5,"medium",2013-08-21,20,"Illinois",42.069327,-87.97723
"Arnold","MO",100,5,"medium",2013-08-21,20,"Missouri",38.42727,-90.38515
"Arroyo Grande","CA",300,28.3,"high",2013-08-21,10.6,"California",35.2333715,-120.5032525
"Ashburn","VA",400,28.3,"high",2013-08-21,14.13,"Virginia",39.085309,-77.645224
"Asheville","NC",100,10,"medium",2013-08-21,10,"North Carolina",35.599363,-82.528558
"Athens","GA",15,1,"high",2013-08-21,15,"Georgia",33.9459915,-83.38908
"Atlanta","GA",250,28.3,"medium",2013-08-21,8.83,"Georgia",33.844371,-84.47405
"Atlanta","GA",90,7.075,"high",2013-08-21,12.72,"Georgia",33.844371,-84.47405
"Augusta","GA",30,7.075,"medium",2013-08-21,4.24,"Georgia",33.386041,-82.090996
"Aulander","NC",80,5,"high",2013-08-21,16,"North Carolina",36.223682,-77.10397
"Aurora","IL",25,5,"high",2013-08-21,5,"Illinois",41.77,-88.26
"Austin","TX",10,5,"medium",2013-08-21,2,"Texas",30.326374,-97.771258
"Austin","TX",60,5,"high",2013-08-21,12,"Texas",30.326374,-97.771258
"Baltimore","MD",150,10,"high",2013-08-21,15,"Maryland",39.2847815,-76.620489
"Bartlett","IL",300,28.3,"high",2013-08-21,10.6,"Illinois",41.977477,-88.17257
"Baton Rouge","LA",300,28.3,"medium",2013-08-21,10.6,"Louisiana",30.495314,-91.080373
"Bayonne","NJ",50,3.54,"high",2013-08-21,14.12,"New Jersey",40.666552,-74.11768
"Berkley","MI",45,3.54,"medium",2013-08-21,12.71,"Michigan",42.497035,-83.18532
"Bethel","CT",160,14.15,"medium",2013-08-21,11.31,"Connecticut",41.379978,-73.40105
"Billings","MT",50,7.075,"medium",2013-08-21,7.07,"Montana",45.978288,-108.194508
"Birmingham","AL",300,28.3,"high",2013-08-21,10.6,"Alabama",33.544622,-86.929208
"Bluffton","IN",60,5,"medium",2013-08-21,12,"Indiana",40.728816,-85.16565
"Boca Raton","FL",50,3.54,"high",2013-08-21,14.12,"Florida",26.391346,-80.16699
"Boston","MA",150,14.15,"medium",2013-08-21,10.6,"Massachusetts",42.338947,-71.026964
"Boston","MA",275,28.3,"medium",2013-08-21,9.72,"Massachusetts",42.338947,-71.026964
"Boston","MA",120,28.3,"high",2013-08-21,4.24,"Massachusetts",42.338947,-71.026964
"Boston","MA",200,28.3,"medium",2013-08-21,7.07,"Massachusetts",42.338947,-71.026964
"Bowling Green","KY",175,28.3,"medium",2013-08-21,6.18,"Kentucky",36.961988,-86.44751
"Bronx","NY",500,28.3,"high",2013-08-21,17.67,"New York",40.844831,-73.883955
"Bronx","NY",25,7.075,"medium",2013-08-21,3.53,"New York",40.844831,-73.883955
"Brookhaven","NY",300,28.3,"medium",2013-08-21,10.6,"New York",40.780058,-72.91566
"Brooklyn","NY",100,28.3,"high",2013-08-21,3.53,"New York",40.645099,-73.945032
"Brooksville","FL",60,3.54,"medium",2013-08-21,16.95,"Florida",28.555346,-82.422554
"Buffalo","MN",300,28.3,"high",2013-08-21,10.6,"Minnesota",45.175558,-93.85441
"Buffalo","NY",150,14.15,"medium",2013-08-21,10.6,"New York",42.8807395,-78.86801
"Buffalo","NY",160,14.15,"medium",2013-08-21,11.31,"New York",42.8807395,-78.86801
"Buffalo","NY",45,3.54,"medium",2013-08-21,12.71,"New York",42.8807395,-78.86801
"Bunn","NC",100,28.3,"high",2013-08-21,3.53,"North Carolina",35.954331,-78.25342
"Campbellsville","KY",50,28.3,"medium",2013-08-21,1.77,"Kentucky",37.355125,-85.342637
"Canal Fulton","OH",300,28.3,"high",2013-08-21,10.6,"Ohio",40.886688,-81.58327
"Canton","MA",60,3.54,"high",2013-08-21,16.95,"Massachusetts",42.166776,-71.1343
"Caribou","ME",45,3.54,"medium",2013-08-21,12.71,"Maine",46.878869,-68.01128
"Carrboro","NC",120,7.075,"high",2013-08-21,16.96,"North Carolina",35.912489,-79.08144
"Cedar Rapids","IA",325,28.3,"medium",2013-08-21,11.48,"Iowa",42.079415,-91.6066525
"Champaign","IL",320,28.3,"high",2013-08-21,11.31,"Illinois",40.1208925,-88.25826
